,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
2290,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.4
2320,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.3
2350,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.2
2380,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.8,0.1
2410,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,1.0
2440,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.9
2470,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.8
2500,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.7
2530,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.6
2560,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.5
2590,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.4
2620,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.3
2650,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.2
2680,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.775,0.1
2710,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,1.0
2740,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.9
2770,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.8
2800,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.7
2830,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.6
2860,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.5
2890,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.4
2920,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.3
2950,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.2
2980,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.75,0.1
3020,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.75,0.2
3050,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.75,0.1
