,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1671,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,0.5
1701,24-25,0.3,16,19,35,19,20,0.46,1.75,0.8,0.85,0.4
1731,24-25,0.3,16,46,62,19,20,0.26,3.1,0.8,0.85,0.3
1761,24-25,0.3,18,122,140,19,20,0.13,7.0,0.9,0.85,0.2
1791,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.85,0.1
1821,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,1.0
1851,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.9
1881,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.8
1911,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.7
1941,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.6
1971,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.5
2001,24-25,0.3,16,19,35,19,20,0.46,1.75,0.8,0.825,0.4
2031,24-25,0.3,16,46,62,19,20,0.26,3.1,0.8,0.825,0.3
2061,24-25,0.3,18,122,140,19,20,0.13,7.0,0.9,0.825,0.2
2091,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.825,0.1
2121,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,1.0
2151,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.9
2181,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.8
2211,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.7
2241,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.6
2271,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.5
2301,24-25,0.3,17,19,36,19,20,0.47,1.8,0.85,0.8,0.4
2331,24-25,0.3,17,46,63,19,20,0.27,3.15,0.85,0.8,0.3
2361,24-25,0.3,18,122,140,19,20,0.13,7.0,0.9,0.8,0.2
2391,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.8,0.1
2421,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,1.0
2451,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.9
2481,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.8
2511,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.7
2541,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.6
2571,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.5
2601,24-25,0.3,17,19,36,19,20,0.47,1.8,0.85,0.775,0.4
2631,24-25,0.3,17,46,63,19,20,0.27,3.15,0.85,0.775,0.3
2661,24-25,0.3,18,122,140,19,20,0.13,7.0,0.9,0.775,0.2
2691,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.775,0.1
2721,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.75,1.0
2751,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.75,0.9
2781,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.75,0.8
2811,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.75,0.7
2841,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.75,0.6
2871,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.75,0.5
2901,24-25,0.3,17,19,36,19,20,0.47,1.8,0.85,0.75,0.4
2931,24-25,0.3,17,46,63,19,20,0.27,3.15,0.85,0.75,0.3
2961,24-25,0.3,18,122,140,19,20,0.13,7.0,0.9,0.75,0.2
2991,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.75,0.1
3001,24-25,0.3,17,46,63,19,20,0.27,3.15,0.85,0.75,0.3
3031,24-25,0.3,18,122,140,19,20,0.13,7.0,0.9,0.75,0.2
3061,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.75,0.1
