,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
270,2,8.24616905218,-21.5363609311,21-22,0.1,0.983323156834,star
271,2,8.33447463768,-21.5354080051,22-23,0.1,0.989702999592,star
272,2,8.31182133721,-21.5349793447,22-23,0.1,0.998821914196,star
275,2,8.30418794349,-21.5338731606,20-21,0.1,0.982687830925,star
283,2,8.45001282131,-21.4482326243,20-21,0.1,0.98439848423,star
285,2,8.46116185334,-21.4467204827,23-24,0.1,0.999843120575,star
286,2,8.29566837758,-21.2680806229,21-22,0.1,0.986272633076,star
288,2,8.28762861235,-21.5243337563,22-23,0.1,0.989884436131,star
290,2,8.30542119945,-21.2651186874,24-25,0.1,0.993688583374,star
291,2,7.99961362493,-21.0901218117,23-24,0.1,0.99207264185,star
292,2,8.27100374341,-21.264951795,22-23,0.1,0.969057440758,galaxies
293,2,7.98826969349,-21.0879664133,22-23,0.1,0.98943477869,star
301,2,7.98171262301,-21.0754778627,21-22,0.1,0.98474830389,star
304,2,8.4833440725,-21.4298129288,21-22,0.1,0.983775019646,star
306,2,8.05340654468,-21.3424242502,21-22,0.1,0.999444901943,star
310,2,8.08718467332,-21.3407555288,24-25,0.1,0.935810029507,star
314,2,8.17896492505,-21.1863518815,23-24,0.1,0.954726696014,star
319,2,8.08769784008,-21.3260942454,22-23,0.1,0.989644050598,star
321,2,7.78986189359,-21.341172667,21-22,0.1,0.986432909966,star
323,2,8.01913514861,-21.0447946935,23-24,0.1,0.956641435623,star
332,2,8.44829148284,-21.4490800269,24-25,0.1,0.860576152802,star
333,2,8.26973966724,-20.9577712522,20-21,0.1,0.984475791454,star
337,2,7.75736021769,-21.3199744351,21-22,0.1,0.987389862537,star
345,2,8.16865430817,-21.153421027,20-21,0.1,0.99975246191,star
360,2,8.02682228308,-21.5031476498,22-23,0.1,0.999914467335,star
367,2,8.44021028904,-21.3621493529,18-19,0.1,0.982897400856,star
372,2,8.02210523642,-21.4884535191,24-25,0.1,0.968391597271,star
374,2,8.49018196102,-21.3388931802,19-20,0.1,0.999466598034,star
378,2,7.90273355987,-21.4543181382,21-22,0.1,0.999908804893,star
384,2,8.12165929647,-21.6382476546,19-20,0.1,0.999661445618,star
401,2,7.82077264853,-21.3488089866,19-20,0.1,0.98433303833,star
402,2,8.12586985637,-21.3586881089,21-22,0.1,0.999859571457,star
416,2,8.06570823858,-21.3482295837,22-23,0.1,0.980028986931,star
419,2,7.88515790258,-21.1240063491,22-23,0.1,0.985197305679,star
420,2,8.39965960362,-21.6770788903,20-21,0.1,0.983786463737,star
421,2,8.13244200316,-21.6039240934,23-24,0.1,0.935247778893,star
423,2,8.09338272773,-21.3052397583,22-23,0.1,0.997125208378,star
431,2,8.11810000537,-21.3342195561,21-22,0.1,0.999916136265,star
434,2,8.31383152015,-21.2528226146,23-24,0.1,0.963430464268,star
436,2,8.46569049348,-21.4986303801,23-24,0.1,0.987660586834,star
438,2,7.94028420973,-21.3880594559,22-23,0.1,0.998524188995,star
444,2,8.38098582646,-21.66613212,21-22,0.1,0.986252903938,star
449,2,8.07036356393,-21.2299819309,22-23,0.1,0.988762974739,star
451,2,7.96329598792,-21.37217548,18-19,0.1,0.985216140747,star
454,2,7.79178571018,-21.2090845481,22-23,0.1,0.985638618469,star
457,2,8.34715302387,-21.20644217,22-23,0.1,0.989113748074,star
471,2,8.29662384246,-21.1415429746,23-24,0.1,0.967266440392,star
476,2,8.09827295856,-21.2684568444,23-24,0.1,0.907714426517,star
477,2,8.30255759838,-21.1255322813,24-25,0.1,0.988745570183,star
478,2,7.90277697433,-21.5636109591,22-23,0.1,0.98777961731,star
480,2,7.91214869206,-21.5547372045,21-22,0.1,0.994574368,star
486,2,7.81090804639,-21.2547874942,23-24,0.1,0.982374668121,star
489,2,8.30182754264,-21.3876107838,22-23,0.1,0.954626202583,star
492,2,8.48989033113,-21.6429059437,21-22,0.1,0.986181974411,star
493,2,8.16550213383,-21.4979764025,23-24,0.1,0.895269870758,star
496,2,8.15250955405,-21.4618026527,20-21,0.1,0.984369039536,star
497,2,8.18289968584,-21.4927009733,22-23,0.1,0.999919891357,star
500,2,8.07584220251,-21.7777487394,23-24,0.1,0.982955873013,star
502,2,7.96354071814,-21.3312296365,24-25,0.1,0.965933978558,star
509,2,8.31922984412,-21.3635391922,23-24,0.1,0.951366662979,star
512,2,8.23005246539,-21.5735517944,22-23,0.1,0.999921798706,star
515,2,8.03033938821,-21.6951341953,21-22,0.1,0.983314216137,star
516,2,8.29673605506,-21.357421646,21-22,0.1,0.984049260616,star
520,2,8.03823693197,-21.6799532632,20-21,0.1,0.985163450241,star
521,2,8.10651648028,-21.7854658846,21-22,0.1,0.985115528107,star
523,2,8.10387609464,-21.7823360822,23-24,0.1,0.976820528507,star
527,2,8.10766841238,-21.6449636262,22-23,0.1,0.988995373249,star
529,2,8.11261249312,-21.7631663603,24-25,0.1,0.968005895615,star
530,2,8.24543215599,-21.3275349571,22-23,0.1,0.990279495716,star
532,2,8.31325626338,-21.2630854401,22-23,0.1,0.999927937984,star
533,2,7.7830846566,-21.5019795751,21-22,0.1,0.983425617218,star
540,2,7.85092269568,-21.1542949861,21-22,0.1,0.983475387096,star
541,2,7.77462805464,-21.5000408052,20-21,0.1,0.983207702637,star
543,2,8.24868237248,-21.3138725191,20-21,0.1,0.982943415642,star
544,2,8.10203928017,-21.366136667,24-25,0.1,0.935376822948,star
546,2,7.816249273,-21.4493723642,22-23,0.1,0.98869228363,star
547,2,8.10216166912,-21.3641300366,21-22,0.1,0.982763290405,star
553,2,8.2507249334,-21.5412421585,19-20,0.1,0.983153402805,star
554,2,8.4424245959,-21.447393925,21-22,0.1,0.999876439571,star
561,2,8.27434533895,-21.5397205031,22-23,0.1,0.999906480312,star
562,2,8.00553522283,-21.3933438871,23-24,0.1,0.904736697674,star
564,2,8.05242907103,-21.5299619875,21-22,0.1,0.985401451588,star
565,3,8.24616585774,-21.5363550707,21-22,0.1,0.983323156834,star
566,3,8.33447075286,-21.5354065218,22-23,0.1,0.989702999592,star
567,3,8.31181624797,-21.5349731647,22-23,0.1,0.998821914196,star
570,3,8.3041787872,-21.5338692057,20-21,0.1,0.982687830925,star
579,3,8.450007624,-21.4482352836,20-21,0.1,0.98439848423,star
581,3,8.46115636346,-21.4467243265,23-24,0.1,0.999843120575,star
582,3,8.29566432723,-21.2680859498,21-22,0.1,0.986272633076,star
584,3,8.28762479321,-21.5243307787,22-23,0.1,0.989884436131,star
586,3,8.30541220153,-21.2651246931,24-25,0.1,0.993688583374,star
587,3,7.99962429534,-21.0901198543,23-24,0.1,0.99207264185,star
588,3,8.27100157682,-21.264956029,22-23,0.1,0.969057440758,galaxies
589,3,7.98827790235,-21.0879584817,22-23,0.1,0.98943477869,star
596,3,7.98172123547,-21.0754731916,21-22,0.1,0.98474830389,star
597,3,8.12646690386,-21.7164933532,23-24,0.1,0.976971268654,star
600,3,8.48334216703,-21.4298174302,21-22,0.1,0.983775019646,star
601,3,8.48624156661,-21.5517755933,23-24,0.1,0.987773895264,star
604,3,8.05341006005,-21.342426958,21-22,0.1,0.999444901943,star
606,3,8.08718480913,-21.340759223,24-25,0.1,0.935810029507,star
607,3,8.27264569527,-21.3616426601,22-23,0.1,0.999890446663,star
610,3,8.00203659462,-21.3357521735,24-25,0.1,0.92470484972,star
611,3,8.17896780458,-21.1863514868,23-24,0.1,0.954726696014,star
618,3,8.08769728982,-21.3260980609,22-23,0.1,0.989644050598,star
620,3,8.13891803294,-21.7007936685,22-23,0.1,0.946474432945,star
621,3,7.7898633279,-21.3411756877,21-22,0.1,0.986432909966,star
624,3,8.01913568461,-21.0447862878,23-24,0.1,0.956641435623,star
633,3,8.28290171892,-21.4985829909,22-23,0.1,0.987659335136,star
636,3,8.44828511418,-21.4490866695,24-25,0.1,0.860576152802,star
637,3,8.26974104524,-20.9577685847,20-21,0.1,0.984475791454,star
640,3,7.75735722423,-21.3199652396,21-22,0.1,0.987389862537,star
645,3,8.08712331017,-21.3003606406,23-24,0.1,0.985608696938,star
647,3,8.16864935316,-21.1534229836,20-21,0.1,0.99975246191,star
659,3,8.10221192922,-21.7233703328,22-23,0.1,0.99962580204,star
663,3,8.02681991859,-21.503152842,22-23,0.1,0.999914467335,star
670,3,8.44021158726,-21.3621449123,18-19,0.1,0.982897400856,star
676,3,8.02210197434,-21.4884574698,24-25,0.1,0.968391597271,star
678,3,8.49018529753,-21.3388896036,19-20,0.1,0.999466598034,star
682,3,7.90273025055,-21.4543213815,21-22,0.1,0.999908804893,star
687,3,8.12166220221,-21.6382438247,19-20,0.1,0.999661445618,star
697,3,8.10978382257,-21.7178945977,23-24,0.1,0.971726775169,star
704,3,7.82077746058,-21.3488169543,19-20,0.1,0.98433303833,star
705,3,8.12585418237,-21.3586998542,21-22,0.1,0.999859571457,star
718,3,8.06570584364,-21.3482343182,22-23,0.1,0.980028986931,star
721,3,7.88515985372,-21.1240131648,22-23,0.1,0.985197305679,star
722,3,8.39966521782,-21.6770801612,20-21,0.1,0.983786463737,star
723,3,8.13244731063,-21.6039251891,23-24,0.1,0.935247778893,star
724,3,8.0933682363,-21.3052349432,22-23,0.1,0.997125208378,star
734,3,8.11808927719,-21.33422887,21-22,0.1,0.999916136265,star
736,3,8.31382136698,-21.2528239032,23-24,0.1,0.963430464268,star
737,3,8.46568857985,-21.4986343645,23-24,0.1,0.987660586834,star
739,3,7.94027988676,-21.3880642255,22-23,0.1,0.998524188995,star
746,3,8.38098969366,-21.6661282118,21-22,0.1,0.986252903938,star
751,3,8.07036734092,-21.2299767131,22-23,0.1,0.988762974739,star
753,3,7.96329275629,-21.3721811083,18-19,0.1,0.985216140747,star
755,3,7.79178068143,-21.2090866151,22-23,0.1,0.985638618469,star
759,3,8.3471573471,-21.2064439494,22-23,0.1,0.989113748074,star
774,3,8.29662000648,-21.1415490684,23-24,0.1,0.967266440392,star
779,3,8.0982828977,-21.2684496612,23-24,0.1,0.907714426517,star
780,3,8.30255334159,-21.1255370444,24-25,0.1,0.988745570183,star
781,3,7.90277269041,-21.5636048789,22-23,0.1,0.98777961731,star
784,3,7.91214163525,-21.5547350523,21-22,0.1,0.994574368,star
790,3,7.81090391269,-21.2547925589,23-24,0.1,0.982374668121,star
794,3,8.30183311766,-21.3876036338,22-23,0.1,0.954626202583,star
797,3,8.48989026014,-21.6429118527,21-22,0.1,0.986181974411,star
798,3,8.16550244457,-21.4979808416,23-24,0.1,0.895269870758,star
801,3,8.15250783454,-21.4618048735,20-21,0.1,0.984369039536,star
805,3,8.07583602512,-21.7777445265,23-24,0.1,0.982955873013,star
806,3,7.85582516507,-21.5478608141,19-20,0.1,0.999842941761,star
808,3,8.01871759049,-21.763797452,23-24,0.1,0.995568215847,star
813,3,8.31923267017,-21.3635403874,23-24,0.1,0.951366662979,star
815,3,8.2300509209,-21.5735480886,22-23,0.1,0.999921798706,star
817,3,8.03034664597,-21.6951293765,21-22,0.1,0.983314216137,star
818,3,8.29674072781,-21.3574180604,21-22,0.1,0.984049260616,star
822,3,8.03824292765,-21.6799490387,20-21,0.1,0.985163450241,star
823,3,8.1441170339,-21.6989813229,22-23,0.1,0.988747417927,star
825,3,8.10651092532,-21.785464699,21-22,0.1,0.985115528107,star
828,3,8.10387078471,-21.7823333374,23-24,0.1,0.976820528507,star
832,3,8.10767285515,-21.6449657517,22-23,0.1,0.988995373249,star
834,3,8.11260366109,-21.7631659565,24-25,0.1,0.968005895615,star
838,3,8.31324811849,-21.2630877051,22-23,0.1,0.999927937984,star
839,3,7.78309174664,-21.5019709071,21-22,0.1,0.983425617218,star
846,3,7.8509273304,-21.1542925087,21-22,0.1,0.983475387096,star
847,3,7.77463096205,-21.5000340363,20-21,0.1,0.983207702637,star
849,3,8.24868506392,-21.313871791,20-21,0.1,0.982943415642,star
850,3,8.10203690422,-21.3661410678,24-25,0.1,0.935376822948,star
852,3,7.81624256365,-21.449371863,22-23,0.1,0.98869228363,star
853,3,8.10215885232,-21.3641364714,21-22,0.1,0.982763290405,star
857,3,8.25072391524,-21.5412407075,19-20,0.1,0.983153402805,star
858,3,8.44241910507,-21.4473965929,21-22,0.1,0.999876439571,star
864,3,8.27433622317,-21.5397181102,22-23,0.1,0.999906480312,star
865,3,8.00554157841,-21.3933400157,23-24,0.1,0.904736697674,star
867,3,8.05243452366,-21.5299609134,21-22,0.1,0.985401451588,star
869,4,8.24616324376,-21.5363528932,21-22,0.1,0.983323156834,star
870,4,8.33446816852,-21.5353992423,22-23,0.1,0.989702999592,star
871,4,8.31181290895,-21.5349670767,22-23,0.1,0.998821914196,star
873,4,8.30418288857,-21.5338660556,20-21,0.1,0.982687830925,star
880,4,8.45002193148,-21.4482453786,20-21,0.1,0.98439848423,star
881,4,8.46116905482,-21.4467327843,23-24,0.1,0.999843120575,star
882,4,8.29565816648,-21.2680899908,21-22,0.1,0.986272633076,star
883,4,8.28762357139,-21.5243283153,22-23,0.1,0.989884436131,star
885,4,8.30541247583,-21.2651269171,24-25,0.1,0.993688583374,star
886,4,7.99962739197,-21.0901124293,23-24,0.1,0.99207264185,star
887,4,8.27100022246,-21.2649557682,22-23,0.1,0.969057440758,galaxies
888,4,7.98828189375,-21.0879560574,22-23,0.1,0.98943477869,star
892,4,7.98172553745,-21.0754650678,21-22,0.1,0.98474830389,star
893,4,8.12647273903,-21.7164943689,23-24,0.1,0.976971268654,star
895,4,8.48334946602,-21.429822182,21-22,0.1,0.983775019646,star
896,4,8.4862436205,-21.5517709614,23-24,0.1,0.987773895264,star
899,4,8.05340853542,-21.3424303622,21-22,0.1,0.999444901943,star
902,4,8.08718545343,-21.3407683053,24-25,0.1,0.935810029507,star
903,4,8.27264926571,-21.3616396882,22-23,0.1,0.999890446663,star
905,4,8.00203847293,-21.3357451285,24-25,0.1,0.92470484972,star
911,4,8.08769500591,-21.3261065538,22-23,0.1,0.989644050598,star
913,4,8.13892544775,-21.7007969102,22-23,0.1,0.946474432945,star
914,4,7.78986412216,-21.3411764719,21-22,0.1,0.986432909966,star
916,4,8.01913883805,-21.0447813402,23-24,0.1,0.956641435623,star
924,4,8.28290358256,-21.4985876431,22-23,0.1,0.987659335136,star
926,4,8.44829864206,-21.4490915556,24-25,0.1,0.860576152802,star
927,4,8.26973904597,-20.9577638531,20-21,0.1,0.984475791454,star
932,4,7.75735584229,-21.3199694665,21-22,0.1,0.987389862537,star
937,4,8.08711926783,-21.3003573336,23-24,0.1,0.985608696938,star
941,4,8.16864745912,-21.1534183991,20-21,0.1,0.99975246191,star
956,4,8.10221621181,-21.7233775034,22-23,0.1,0.99962580204,star
960,4,8.02681590893,-21.5031568306,22-23,0.1,0.999914467335,star
974,4,8.02209807234,-21.4884602223,24-25,0.1,0.968391597271,star
990,4,8.10978914675,-21.7179011293,23-24,0.1,0.971726775169,star
1008,4,8.06570806452,-21.3482372964,22-23,0.1,0.980028986931,star
1010,4,7.88516400958,-21.1240117612,22-23,0.1,0.985197305679,star
1011,4,8.13244941936,-21.6039187023,23-24,0.1,0.935247778893,star
1020,4,8.11810329483,-21.3342352023,21-22,0.1,0.999916136265,star
1024,4,8.31382439225,-21.2528314504,23-24,0.1,0.963430464268,star
1027,4,7.94027729306,-21.3880653677,22-23,0.1,0.998524188995,star
1034,4,8.38098656242,-21.6661253325,21-22,0.1,0.986252903938,star
1040,4,7.96328762975,-21.3721794625,18-19,0.1,0.985216140747,star
1045,4,8.34716233022,-21.2064425636,22-23,0.1,0.989113748074,star
1060,4,8.09827803422,-21.2684478666,23-24,0.1,0.907714426517,star
1061,4,7.90276811359,-21.5636111235,22-23,0.1,0.98777961731,star
1063,4,7.91213737404,-21.554731589,21-22,0.1,0.994574368,star
1072,4,7.8108986504,-21.2547926008,23-24,0.1,0.982374668121,star
1076,4,8.301841196,-21.3876055596,22-23,0.1,0.954626202583,star
1079,4,8.16549987618,-21.4979859077,23-24,0.1,0.895269870758,star
1082,4,8.1525085346,-21.4618094923,20-21,0.1,0.984369039536,star
1083,4,8.18289882537,-21.4927068199,22-23,0.1,0.999919891357,star
1087,4,8.07583177583,-21.777746543,23-24,0.1,0.982955873013,star
1088,4,7.85583714361,-21.547860583,19-20,0.1,0.999842941761,star
1089,4,7.96354985811,-21.3312326912,24-25,0.1,0.965933978558,star
1091,4,8.0187186718,-21.7638018727,23-24,0.1,0.995568215847,star
1096,4,8.31923820776,-21.3635371319,23-24,0.1,0.951366662979,star
1099,4,8.2967422571,-21.3574126727,21-22,0.1,0.984049260616,star
1101,4,8.14412624534,-21.6989898756,22-23,0.1,0.988747417927,star
1103,4,8.10651087739,-21.7854601336,21-22,0.1,0.985115528107,star
1106,4,8.10387042281,-21.7823295119,23-24,0.1,0.976820528507,star
1112,4,8.11260004136,-21.7631660818,24-25,0.1,0.968005895615,star
1114,4,8.24543499265,-21.3275288236,22-23,0.1,0.990279495716,star
1120,4,7.8509343458,-21.1542931079,21-22,0.1,0.983475387096,star
1121,4,8.24868450373,-21.3138657608,20-21,0.1,0.982943415642,star
1122,4,7.8162398336,-21.4493723691,22-23,0.1,0.98869228363,star
1128,4,8.25072095541,-21.5412376123,19-20,0.1,0.983153402805,star
1134,4,8.27433766603,-21.5397119485,22-23,0.1,0.999906480312,star
1135,4,8.00554752822,-21.3933389846,23-24,0.1,0.904736697674,star
